Average_MW	MONO_MW	FORMULA	KEGG_ID	NAME	PUBCHEM_CID	CAS_ID	PATHWAY	hmdbid	super_class	class	sub_class	origin
 202.2506;	 202.0783;	 C16H10	C14335	 Pyrene;	 PubChem: 17395335	 CAS: 129-00-0	 map00624 Polycyclic aromatic hydrocarbon degradation; map01120 Microbial metabolism in diverse environments	HMDB0042002	Benzenoids	Pyrenes	null	Synthetic
 202.2506;	 202.0783;	 C16H10	C19425	 Fluoranthene;	 PubChem: 124490097	 CAS: 206-44-0	NULL	HMDB0252354	Benzenoids	Naphthalenes	null	null
 359.7027;	 359.0336;	 C16H10ClF4NO2	C13830	 BMS 204352; Flindokalner;	 PubChem: 854075	 CAS: 187523-35-9	NULL	NA	NA	NA	NA	NA
 454.5204;	 453.9422;	 C16H10N2O6S4	C11591	" DIDS; 4,4'-Diisothiocyanostilbene-2,2'-disulfonic acid;"	 PubChem: 13756	 CAS: 53005-05-3	NULL	NA	NA	NA	NA	NA
 218.25;	 218.0732;	 C16H10O	C14519	 1-Hydroxypyrene;	 PubChem: 17395519	 CAS: 5315-79-7	 map00624 Polycyclic aromatic hydrocarbon degradation; map01120 Microbial metabolism in diverse environments	HMDB0013139	Benzenoids	Pyrenes	null	Endogenous
 218.25;	 218.0732;	 C16H10O	C18254	" Pyrene-4,5-oxide; Pyrene-4,5-epoxide;"	 PubChem: 103061436	 CAS: 37496-00-7	 map00624 Polycyclic aromatic hydrocarbon degradation; map01120 Microbial metabolism in diverse environments	NA	NA	NA	NA	NA
 218.25;	 218.0732;	 C16H10O	C18267	" Pyrene-1,2-oxide;"	 PubChem: 103061449	NULL	 map00624 Polycyclic aromatic hydrocarbon degradation; map01120 Microbial metabolism in diverse environments	NA	NA	NA	NA	NA
 218.25;	 218.0732;	 C16H10O	C18268	 2-Hydroxypyrene; 2-Pyrenol;	 PubChem: 103061450	 CAS: 78751-58-3	NULL	NA	NA	NA	NA	NA
 234.2494;	 234.0681;	 C16H10O2	C18250	" 4,5-Dihydroxypyrene;"	 PubChem: 103061432	NULL	 map00624 Polycyclic aromatic hydrocarbon degradation; map01120 Microbial metabolism in diverse environments	NA	NA	NA	NA	NA
 234.2494;	 234.0681;	 C16H10O2	C18263	" 1,6-Dihydroxypyrene; 1,6-Pyrenediol;"	 PubChem: 103061445	 CAS: 10262-84-7	 map00624 Polycyclic aromatic hydrocarbon degradation; map01120 Microbial metabolism in diverse environments	NA	NA	NA	NA	NA
 234.2494;	 234.0681;	 C16H10O2	C18264	" 1,8-Dihydroxypyrene; 1,8-Pyrenediol;"	 PubChem: 103061446	 CAS: 78078-85-0	 map00624 Polycyclic aromatic hydrocarbon degradation; map01120 Microbial metabolism in diverse environments	NA	NA	NA	NA	NA
 234.2494;	 234.0681;	 C16H10O2	C18265	" 1-Hydroxypyrene-6,7-oxide;"	 PubChem: 103061447	NULL	 map00624 Polycyclic aromatic hydrocarbon degradation; map01120 Microbial metabolism in diverse environments	NA	NA	NA	NA	NA
 234.2494;	 234.0681;	 C16H10O2	C18266	" 1-Hydroxypyrene-7,8-oxide;"	 PubChem: 103061448	NULL	 map00624 Polycyclic aromatic hydrocarbon degradation; map01120 Microbial metabolism in diverse environments	NA	NA	NA	NA	NA
 266.2482;	 266.0579;	 C16H10O4	C18252	" Phenanthrene-4,5-dicarboxylate;"	 PubChem: 103061434	 CAS: 5462-82-8	 map00624 Polycyclic aromatic hydrocarbon degradation; map01120 Microbial metabolism in diverse environments	NA	NA	NA	NA	NA
 298.3132;	 298.03;	 C16H10O4S	C18269	 1-Pyrenylsulfate;	 PubChem: 103061451	NULL	 map00624 Polycyclic aromatic hydrocarbon degradation; map01120 Microbial metabolism in diverse environments	NA	NA	NA	NA	NA
 282.2476;	 282.0528;	 C16H10O5	C08722	" 4,5-Methylenedioxy-6-hydroxyaurone;"	 PubChem: 10915	 CAS: 135383-79-8	NULL	NA	NA	NA	NA	NA
 282.2476;	 282.0528;	 C16H10O5	C10522	 Pseudobaptigenin;	 PubChem: 12705	 CAS: 90-29-9	 map00943 Isoflavonoid biosynthesis; map01110 Biosynthesis of secondary metabolites	HMDB0036616	Phenylpropanoids and polyketides	Isoflavonoids	Isoflav-2-enes	Food
 298.247;	 298.0477;	 C16H10O6	C03662	 2'-Hydroxypseudobaptigenin;	 PubChem: 6440	NULL	NULL	HMDB0033859	Phenylpropanoids and polyketides	Isoflavonoids	Isoflav-2-enes	Food
 298.247;	 298.0477;	 C16H10O6	C10202	 Bowdichione;	 PubChem: 12388	 CAS: 53774-75-7	NULL	NA	NA	NA	NA	NA
 298.247;	 298.0477;	 C16H10O6	C10467	 Irilone;	 PubChem: 12650	 CAS: 41653-81-0	NULL	HMDB0033820	Phenylpropanoids and polyketides	Isoflavonoids	Isoflav-2-enes	Food
 298.247;	 298.0477;	 C16H10O6	C16226	" 2',7-Dihydroxy-4',5'-methylenedioxyisoflavone; DMI;"	 PubChem: 47205534	NULL	 map00943 Isoflavonoid biosynthesis; map01110 Biosynthesis of secondary metabolites	NA	NA	NA	NA	NA
 298.247;	 298.0477;	 C16H10O6	C19587	 Aflatoxin P1; AFP1;	 PubChem: 124490259	 CAS: 32215-02-4	NULL	HMDB0035914	Lipids and lipid-like molecules	Prenol lipids	Sesquiterpenoids	Food
 298.247;	 298.0477;	 C16H10O6	C19727	" 5-Hydroxypseudobaptigenin; 5,7-Dihydroxy-3',4'-methylenedioxyisoflavone;"	 PubChem: 135626194	NULL	 map00943 Isoflavonoid biosynthesis	NA	NA	NA	NA	NA
 314.2464;	 314.0427;	 C16H10O7	C10541	 Wedelolactone;	 PubChem: 12724	 CAS: 524-12-9	NULL	HMDB0259891	Phenylpropanoids and polyketides	Isoflavonoids	Coumestans	null
 234.3156;	 234.0503;	 C16H10S	C20124	" Benzo[b]naphtho[2,1-d]thiophene; 1,2-Benzo-9-thiafluorene;"	 PubChem: 135626584	 CAS: 239-35-0	NULL	NA	NA	NA	NA	NA
 320.17;	 319.0167;	 C16H11Cl2NO2	C01285	" 2,6-Dichlorophenol-4-(2,3-dihydro-1,4-naphthoquinone imine); 4-(3,5-Dichloro-4-hydroxyphenylimino)tetralin-1-one;"	 PubChem: 4504	NULL	NULL	NA	NA	NA	NA	NA
 314.7231;	 314.0458;	 C16H11ClN2O3	C06921	 Clorazepate; Clorazepic acid;	 PubChem: 9138	 CAS: 23887-31-2	NULL	HMDB0014766	Organoheterocyclic compounds	Benzodiazepines	"1,4-benzodiazepines"	null
 294.7383;	 294.0672;	 C16H11ClN4	C06981	 Estazolam;	 PubChem: 9195	 CAS: 29975-16-4	NULL	HMDB0015346	Organoheterocyclic compounds	Benzodiazepines	"1,4-benzodiazepines"	Endogenous
 249.264;	 249.079;	 C16H11NO2	C10661	 Dubamine;	 PubChem: 12844	 CAS: 6808-65-7	NULL	NA	NA	NA	NA	NA
 265.2634;	 265.0739;	 C16H11NO3	C10681	 Furofoline I;	 PubChem: 12864	 CAS: 6254-22-4	NULL	HMDB0034319	Organoheterocyclic compounds	Quinolines and derivatives	Benzoquinolines	Food
 265.2634;	 265.0739;	 C16H11NO3	C12250	 Anhydrolycorinone;	 PubChem: 14395	NULL	NULL	NA	NA	NA	NA	NA
 281.2628;	 281.0688;	 C16H11NO4	C15048	 7-(Acetyloxy)-3-(3-pyridinyl)-2H-1-benzopyran-2-one;	 PubChem: 17396045	NULL	NULL	NA	NA	NA	NA	NA
 204.2665;	 204.0939;	 C16H12	C19401	" Dihydroaceanthrylene; 1,2-Dihydroaceanthrylene;"	 PubChem: 124490073	 CAS: 641-48-5	NULL	NA	NA	NA	NA	NA
 421.7308;	 421.0452;	 C16H12ClF4N3O4	C18849	 Flumetralin;	 PubChem: 124489521	 CAS: 62924-70-3	NULL	HMDB0252338	Benzenoids	Benzene and substituted derivatives	Phenylmethylamines	null
 269.7256;	 269.0607;	 C16H12ClNO	C14936	 2-(p-Methoxyphenyl)-3-(m-chlorophenyl)acrylonitrile;	 PubChem: 17395934	NULL	NULL	NA	NA	NA	NA	NA
 349.7888;	 349.0176;	 C16H12ClNO4S	C19121	 Fenthiaprop;	 PubChem: 124489793	 CAS: 73519-50-3	NULL	NA	NA	NA	NA	NA
 232.2799;	 232.1;	 C16H12N2	C09142	 Cryptolepine;	 PubChem: 11334	 CAS: 480-26-2	NULL	HMDB0250549	Organoheterocyclic compounds	Quinolines and derivatives	Indoloquinolines	null
 248.2793;	 248.095;	 C16H12N2O	C19525	 Sudan I; C.I. Solvent Yellow 14;	 PubChem: 124490197	 CAS: 842-07-9	 map05204 Chemical carcinogenesis - DNA adducts	NA	NA	NA	NA	NA
 264.2787;	 264.0899;	 C16H12N2O2	C09231	 Perlolyrine;	 PubChem: 11422	 CAS: 29700-20-7	NULL	HMDB0030327	Alkaloids and derivatives	Harmala alkaloids	null	Endogenous
 264.2787;	 264.0899;	 C16H12N2O2	C20280	" 1-Phenylazo-2,6-dihydroxynaphthalene; 6-OH-Sudan I;"	 PubChem: 163312020	NULL	 map05204 Chemical carcinogenesis - DNA adducts	NA	NA	NA	NA	NA
 264.2787;	 264.0899;	 C16H12N2O2	C20281	 1-(4-Hydroxyphenylazo)-2-naphthol; 4'-OH-Sudan I;	 PubChem: 163312021	NULL	 map05204 Chemical carcinogenesis - DNA adducts	NA	NA	NA	NA	NA
 280.2781;	 280.0848;	 C16H12N2O3	C16996	 Methyl nigakinone;	 PubChem: 96023482	 CAS: 18110-87-7	NULL	NA	NA	NA	NA	NA
 280.2781;	 280.0848;	 C16H12N2O3	C20282	" 1-(4-Hydroxyphenylazo)-naphthalene-2,6-diol; 4',6-diOH-Sudan I;"	 PubChem: 163312022	NULL	 map05204 Chemical carcinogenesis - DNA adducts	NA	NA	NA	NA	NA
 280.2781;	 280.0848;	 C16H12N2O3	C20283	" 1-(3,4-Dihydroxyphenylazo)-2-naphthol; 3',4'-diOH-Sudan I;"	 PubChem: 163312023	NULL	 map05204 Chemical carcinogenesis - DNA adducts	NA	NA	NA	NA	NA
 296.2775;	 296.0797;	 C16H12N2O4	C19403	" 3,3'-Dimethoxybenzidine-4,4'-diisocyanate;"	 PubChem: 124490075	 CAS: 91-93-0	NULL	NA	NA	NA	NA	NA
 344.2757;	 344.0645;	 C16H12N2O7	C20637	" 5-[[(4,7-Dihydroxy-2-oxo-2H-1-benzopyran-3-yl)amino]carbonyl]-4-methyl-1H-pyrrole-3-carboxylate;"	 PubChem: 172232361	NULL	 map00401 Novobiocin biosynthesis; map01110 Biosynthesis of secondary metabolites	NA	NA	NA	NA	NA
 266.2714;	 266.0817;	 C16H12NO3	C12189	 Ungeremine;	 PubChem: 14335	 CAS: 2121-12-2	NULL	NA	NA	NA	NA	NA
 236.2653;	 236.0837;	 C16H12O2	C18249	" cis-4,5-Dihydroxy-4,5-dihydropyrene; cis-4,5-Dihydro-4,5-pyrenediol;"	 PubChem: 103061431	NULL	 map00624 Polycyclic aromatic hydrocarbon degradation; map01120 Microbial metabolism in diverse environments	NA	NA	NA	NA	NA
 236.2653;	 236.0837;	 C16H12O2	C18255	" trans-4,5-Dihydroxy-4,5-dihydropyrene; trans-4,5-Pyrenedihydrodiol;"	 PubChem: 103061437	 CAS: 56183-12-1	 map00624 Polycyclic aromatic hydrocarbon degradation; map01120 Microbial metabolism in diverse environments	NA	NA	NA	NA	NA
 252.2647;	 252.0786;	 C16H12O3	C03074	 4'-Methoxyisoflavone; 4'-O-Methylisoflavone;	 PubChem: 5973	NULL	NULL	NA	NA	NA	NA	NA
 252.2647;	 252.0786;	 C16H12O3	C15111	 1-[2-(4-Hydroxyphenyl)-1-benzofuran-3-yl]ethanone; 2-(4-Hydroxyphenyl)-3-benzofuranyl methyl ketone;	 PubChem: 17396108	NULL	NULL	NA	NA	NA	NA	NA
 252.2647;	 252.0786;	 C16H12O3	C15616	 7-Methoxyisoflavone;	 PubChem: 17396607	NULL	NULL	NA	NA	NA	NA	NA
 252.2647;	 252.0786;	 C16H12O3	C20872	 3'-Methoxyflavone;	 PubChem: 254741338	NULL	NULL	NA	NA	NA	NA	NA
 268.2641;	 268.0736;	 C16H12O4	C00858	 Formononetin;	 PubChem: 4115	 CAS: 485-72-3	 map00943 Isoflavonoid biosynthesis; map01061 Biosynthesis of phenylpropanoids; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	HMDB0005808	Phenylpropanoids and polyketides	Isoflavonoids	O-methylated isoflavonoids	Food
 268.2641;	 268.0736;	 C16H12O4	C10414	 Dalbergin;	 PubChem: 12600	 CAS: 482-83-7	NULL	HMDB0303925	Phenylpropanoids and polyketides	Neoflavonoids	Neoflavones	null
 268.2641;	 268.0736;	 C16H12O4	C11621	 Tectochrysin; Techtochrysin;	 PubChem: 13786	 CAS: 520-28-5	NULL	NA	NA	NA	NA	NA
 268.2641;	 268.0736;	 C16H12O4	C12125	 Isoformononetin; 4'-Hydroxy-7-methoxyisoflavone;	 PubChem: 14272	NULL	 map00943 Isoflavonoid biosynthesis; map01061 Biosynthesis of phenylpropanoids; map01110 Biosynthesis of secondary metabolites	HMDB0033994	Phenylpropanoids and polyketides	Isoflavonoids	O-methylated isoflavonoids	Food
 268.2641;	 268.0736;	 C16H12O4	C15110	 1-[6-Hydroxy-2-(4-hydroxyphenyl)-1-benzofuran-3-yl]ethanone; 6-Hydroxy-2-(4-hydroxyphenyl)-3-benzofuranyl methyl ketone;	 PubChem: 17396107	 CAS: 2726-50-3	NULL	NA	NA	NA	NA	NA
 268.2641;	 268.0736;	 C16H12O4	C15203	 6-Hydroxy-2'-methoxyflavone; 6-Hydroxy-2-(2-methoxyphenyl)-4H-1-benzopyran-4-one;	 PubChem: 17396200	NULL	NULL	NA	NA	NA	NA	NA
 284.2635;	 284.0685;	 C16H12O5	C00814	 Biochanin A;	 PubChem: 4072	 CAS: 491-80-5	 map00943 Isoflavonoid biosynthesis; map01061 Biosynthesis of phenylpropanoids; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	HMDB0002338	Phenylpropanoids and polyketides	Isoflavonoids	O-methylated isoflavonoids	Food
 284.2635;	 284.0685;	 C16H12O5	C01448	 Questin;	 PubChem: 4625	 CAS: 3774-64-9	NULL	NA	NA	NA	NA	NA
 284.2635;	 284.0685;	 C16H12O5	C01470	" Acacetin; 5,7-Dihydroxy-4'-methoxyflavone; 4'-Methoxy-5,7-dihydroxyflavone;"	 PubChem: 4645	 CAS: 480-44-4	 map00944 Flavone and flavonol biosynthesis	HMDB0035023	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Food
 284.2635;	 284.0685;	 C16H12O5	C01562	 Calycosin; 3'-Hydroxyformononetin;	 PubChem: 4720	 CAS: 20575-57-9	 map00943 Isoflavonoid biosynthesis; map01110 Biosynthesis of secondary metabolites	HMDB0249566	Phenylpropanoids and polyketides	Isoflavonoids	O-methylated isoflavonoids	null
 284.2635;	 284.0685;	 C16H12O5	C02920	 2'-Hydroxyformononetin; 2'-Hydroformononetin;	 PubChem: 5843	 CAS: 1890-99-9	 map00943 Isoflavonoid biosynthesis; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	HMDB0031720	Phenylpropanoids and polyketides	Isoflavonoids	O-methylated isoflavonoids	Endogenous
 284.2635;	 284.0685;	 C16H12O5	C10046	 Genkwanin; Apigenin 7-methyl ether;	 PubChem: 12232	 CAS: 437-64-9	NULL	HMDB0252684	Phenylpropanoids and polyketides	Flavonoids	O-methylated flavonoids	null
 284.2635;	 284.0685;	 C16H12O5	C10047	 Geraldone; 5-Deoxychrysoeriol;	 PubChem: 12233	 CAS: 21583-32-4	NULL	NA	NA	NA	NA	NA
 284.2635;	 284.0685;	 C16H12O5	C10197	 Wogonin; Norwogonin 8-methyl ether;	 PubChem: 12383	 CAS: 632-85-9	NULL	NA	NA	NA	NA	NA
 284.2635;	 284.0685;	 C16H12O5	C10323	 Cypripedin;	 PubChem: 12509	 CAS: 8031-72-9	NULL	NA	NA	NA	NA	NA
 284.2635;	 284.0685;	 C16H12O5	C10370	" Lucidin omega-methyl ether; 2-(Methoxymethyl)-1,3-dihydroxyanthraquinone;"	 PubChem: 12556	 CAS: 79560-36-4	NULL	HMDB0036006	Benzenoids	Anthracenes	Anthraquinones	Food
 284.2635;	 284.0685;	 C16H12O5	C10502	 (-)-Maackiain; Inermin;	 PubChem: 12685	 CAS: 2035-15-6	 map00943 Isoflavonoid biosynthesis	HMDB0036629	Phenylpropanoids and polyketides	Flavonoids	Flavones	Food
 284.2635;	 284.0685;	 C16H12O5	C10504	 Melannin;	 PubChem: 12687	 CAS: 58115-08-5	NULL	HMDB0041758	Phenylpropanoids and polyketides	Neoflavonoids	Neoflavones	Food
 284.2635;	 284.0685;	 C16H12O5	C10521	 Prunetin;	 PubChem: 12704	 CAS: 552-59-0	 map00943 Isoflavonoid biosynthesis	HMDB0034127	Phenylpropanoids and polyketides	Isoflavonoids	O-methylated isoflavonoids	Food
 284.2635;	 284.0685;	 C16H12O5	C10536	" Texasin; 6,7-Dihydroxy-3-(4-methoxyphenyl)-4-benzopyrone;"	 PubChem: 12719	 CAS: 897-46-1	NULL	NA	NA	NA	NA	NA
 284.2635;	 284.0685;	 C16H12O5	C11577	" 3-Methylgalangin; 5,7-Dihydroxy-3-methoxy-2-phenyl-4H-1-benzopyran-4-one;"	 PubChem: 13742	NULL	NULL	HMDB0029522	Phenylpropanoids and polyketides	Flavonoids	O-methylated flavonoids	Endogenous
 284.2635;	 284.0685;	 C16H12O5	C14536	" Glycitein; 7,4'-Dihydroxy-6-methoxyisoflavone;"	 PubChem: 17395536	 CAS: 40957-83-3	 map00943 Isoflavonoid biosynthesis; map01110 Biosynthesis of secondary metabolites	HMDB0005781	Phenylpropanoids and polyketides	Isoflavonoids	Isoflav-2-enes	Food
 284.2635;	 284.0685;	 C16H12O5	C16229	 (+)-Maackiain;	 PubChem: 47205537	NULL	 map00943 Isoflavonoid biosynthesis; map01110 Biosynthesis of secondary metabolites	NA	NA	NA	NA	NA
 284.2635;	 284.0685;	 C16H12O5	C17039	 Obtusifolin;	 PubChem: 96023517	 CAS: 477-85-0	NULL	HMDB0255882	Benzenoids	Anthracenes	Anthraquinones	null
 284.2635;	 284.0685;	 C16H12O5	C17045	 Physcion; Emodin monomethyl ether; Rheochrysidin; Parienin;	 PubChem: 96023523	 CAS: 521-61-9	NULL	NA	NA	NA	NA	NA
 284.2635;	 284.0685;	 C16H12O5	C22603	" Oroxylin A; 6-Methoxybaicalein; 5,7-Dihydroxy-6-methoxyflavone;"	NULL	 CAS: 480-11-5	NULL	NA	NA	NA	NA	NA
 300.2629;	 300.0634;	 C16H12O6	C04293	" Chrysoeriol; 5,7,4'-Trihydroxy-3'-methoxyflavone; 3'-O-Methylluteolin;"	 PubChem: 6953	 CAS: 491-71-4	 map00944 Flavone and flavonol biosynthesis	HMDB0030667	Phenylpropanoids and polyketides	Flavonoids	O-methylated flavonoids	Endogenous
 300.2629;	 300.0634;	 C16H12O6	C05902	 3-Methoxyapigenin; 3-O-Methylkaempferol;	 PubChem: 8190	NULL	NULL	HMDB0302564	Phenylpropanoids and polyketides	Flavonoids	O-methylated flavonoids	null
 300.2629;	 300.0634;	 C16H12O6	C08651	 Leptosidin;	 PubChem: 10844	 CAS: 486-24-8	NULL	NA	NA	NA	NA	NA
 300.2629;	 300.0634;	 C16H12O6	C10038	 Diosmetin; Luteolin 4'-methyl ether;	 PubChem: 12224	 CAS: 520-34-3	NULL	HMDB0029676	Phenylpropanoids and polyketides	Flavonoids	O-methylated flavonoids	Endogenous
 300.2629;	 300.0634;	 C16H12O6	C10058	 Hispidulin; Dinatin; Scutellarein 6-methyl ether;	 PubChem: 12244	 CAS: 1447-88-7	NULL	NA	NA	NA	NA	NA
 300.2629;	 300.0634;	 C16H12O6	C10098	 Kaempferide; Kempferide; Kaempferol 4'-methyl ether;	 PubChem: 12284	 CAS: 491-54-3	 map00944 Flavone and flavonol biosynthesis	HMDB0037441	Phenylpropanoids and polyketides	Flavonoids	Flavones	Food
 300.2629;	 300.0634;	 C16H12O6	C10203	 Cajanin;	 PubChem: 12389	 CAS: 32884-36-9	NULL	HMDB0032696	Phenylpropanoids and polyketides	Isoflavonoids	O-methylated isoflavonoids	Endogenous
 300.2629;	 300.0634;	 C16H12O6	C10520	 Pratensein; 3'-Hydroxybiochanin A;	 PubChem: 12703	 CAS: 2284-31-3	 map00943 Isoflavonoid biosynthesis	HMDB0030617	Phenylpropanoids and polyketides	Isoflavonoids	O-methylated isoflavonoids	Endogenous
 300.2629;	 300.0634;	 C16H12O6	C10534	 Tectorigenin;	 PubChem: 12717	 CAS: 548-77-6	NULL	HMDB0042024	Phenylpropanoids and polyketides	Isoflavonoids	Isoflav-2-enes	Endogenous
 300.2629;	 300.0634;	 C16H12O6	C12135	 2'-Hydroxybiochanin A; Dehydroferreirin;	 PubChem: 14282	NULL	 map00943 Isoflavonoid biosynthesis	NA	NA	NA	NA	NA
 300.2629;	 300.0634;	 C16H12O6	C16227	 (+)-Sophorol;	 PubChem: 47205535	 CAS: 524-08-3	 map00943 Isoflavonoid biosynthesis; map01110 Biosynthesis of secondary metabolites	NA	NA	NA	NA	NA
 300.2629;	 300.0634;	 C16H12O6	C16228	 (-)-Sophorol;	 PubChem: 47205536	NULL	 map00943 Isoflavonoid biosynthesis	HMDB0301810	Phenylpropanoids and polyketides	Isoflavonoids	Isoflavans	null
 300.2629;	 300.0634;	 C16H12O6	C16230	 (+)-6a-Hydroxymaackiain;	 PubChem: 47205538	NULL	 map00943 Isoflavonoid biosynthesis; map01110 Biosynthesis of secondary metabolites	NA	NA	NA	NA	NA
 300.2629;	 300.0634;	 C16H12O6	C17059	" Rhamnocitrin; 7-Methylkaempferol; 3,4',5-Trihydroxy-7-methoxyflavone;"	 PubChem: 96023537	 CAS: 569-92-6	NULL	HMDB0257193	Phenylpropanoids and polyketides	Flavonoids	Flavones	null
 300.2629;	 300.0634;	 C16H12O6	C17811	" Questinol; 1,6-Dihydroxy-3-(hydroxymethyl)-8-methoxy-9,10-anthracenedione;"	 PubChem: 96024116	 CAS: 35688-09-6	NULL	HMDB0034443	Benzenoids	Anthracenes	Anthraquinones	Food
 316.2623;	 316.0583;	 C16H12O7	C04443	" 3-O-Methylquercetin; 3',4',5,7-Tetrahydroxy-3-methoxyflavone; 3-Methoxy-5,7,3',4'-tetrahydroxyflavone;"	 PubChem: 7072	NULL	 map00944 Flavone and flavonol biosynthesis; map01110 Biosynthesis of secondary metabolites	NA	NA	NA	NA	NA
 316.2623;	 316.0583;	 C16H12O7	C08999	 Capillarisin;	 PubChem: 11191	 CAS: 56365-38-9	NULL	HMDB0249594	Phenylpropanoids and polyketides	Coumarins and derivatives	null	null
 316.2623;	 316.0583;	 C16H12O7	C10022	 Azaleatin; Quercetin 5-methyl ether;	 PubChem: 12208	 CAS: 529-51-1	NULL	NA	NA	NA	NA	NA
 316.2623;	 316.0583;	 C16H12O7	C10084	 Isorhamnetin; 3-Methylquercetin; Quercetin 3'-methyl ether;	 PubChem: 12270	 CAS: 480-19-3	NULL	HMDB0002655	Phenylpropanoids and polyketides	Flavonoids	Flavones	Food
 316.2623;	 316.0583;	 C16H12O7	C10119	" Pedalitin; 3',4',5,6-Tetrahydroxy-7-methoxyflavone;"	 PubChem: 12305	 CAS: 22384-63-0	NULL	HMDB0030804	Phenylpropanoids and polyketides	Flavonoids	O-methylated flavonoids	Endogenous
 316.2623;	 316.0583;	 C16H12O7	C10120	 Pinoquercetin; 6-C-Methylquercetin;	 PubChem: 12306	 CAS: 491-49-6	NULL	HMDB0256564	Phenylpropanoids and polyketides	Flavonoids	Flavones	null
 316.2623;	 316.0583;	 C16H12O7	C10176	 Rhamnetin; Quercetin 7-methyl ether;	 PubChem: 12362	 CAS: 90-19-7	NULL	NA	NA	NA	NA	NA
 316.2623;	 316.0583;	 C16H12O7	C10185	 Sexangularetin; Herbacetin 8-methyl ether;	 PubChem: 12371	 CAS: 571-74-4	NULL	NA	NA	NA	NA	NA
 316.2623;	 316.0583;	 C16H12O7	C10188	 Tamarixetin; Quercetin 4'-methyl ether;	 PubChem: 12374	 CAS: 603-61-2	NULL	HMDB0002937	Phenylpropanoids and polyketides	Flavonoids	O-methylated flavonoids	Food
 316.2623;	 316.0583;	 C16H12O7	C19739	 3'-O-Methyltricetin; Selagin; Tricetin 3'-methyl ether;	 PubChem: 135626206	NULL	NULL	NA	NA	NA	NA	NA
 332.2617;	 332.0532;	 C16H12O8	C04527	" Corniculatusin; 3,3',4',5,7-Pentahydroxy-8-methoxyflavone;"	 PubChem: 7138	 CAS: 27500-34-1	NULL	NA	NA	NA	NA	NA
 332.2617;	 332.0532;	 C16H12O8	C10118	 Patuletin; Quercetagetin 6-methyl ether;	 PubChem: 12304	 CAS: 519-96-0	NULL	HMDB0030802	Phenylpropanoids and polyketides	Flavonoids	Flavones	Endogenous
 332.2617;	 332.0532;	 C16H12O8	C12633	 Laricitrin; 3'-O-Methylmyricetin;	 PubChem: 583023	NULL	 map00944 Flavone and flavonol biosynthesis; map01110 Biosynthesis of secondary metabolites	HMDB0126497	Phenylpropanoids and polyketides	Flavonoids	Flavones	Endogenous
 387.7112;	 385.9814;	 C16H13Cl3N2OS	C08082	 Tioconazole;	 PubChem: 10282	 CAS: 65899-73-2	NULL	HMDB0015142	Benzenoids	Benzene and substituted derivatives	Benzylethers	null
 375.7269;	 375.0485;	 C16H13ClF3NO4	C11031	 Haloxyfop methyl; Haloxyfop methyl ester;	 PubChem: 13214	 CAS: 69806-40-2	NULL	HMDB0253046	Benzenoids	Benzene and substituted derivatives	2-phenoxypropionic acid esters	null
 321.7307;	 321.0568;	 C16H13ClFNO3	C18788	 Flamprop-M;	 PubChem: 124489462	 CAS: 90134-59-1	NULL	NA	NA	NA	NA	NA
 321.7307;	 321.0568;	 C16H13ClFNO3	C19052	 Flamprop;	 PubChem: 124489724	 CAS: 58667-63-3	NULL	NA	NA	NA	NA	NA
 284.7402;	 284.0716;	 C16H13ClN2O	C06948	 Diazepam;	 PubChem: 9163	 CAS: 439-14-5	NULL	HMDB0014967	Organoheterocyclic compounds	Benzodiazepines	"1,4-benzodiazepines"	Food
 300.7396;	 300.0666;	 C16H13ClN2O2	C07125	 Temazepam;	 PubChem: 9335	 CAS: 846-50-4	NULL	HMDB0014376	Organoheterocyclic compounds	Benzodiazepines	"1,4-benzodiazepines"	Endogenous
 300.7396;	 300.0666;	 C16H13ClN2O2	C11566	" 3-(4-Chloro-benzyl)-5-(2-methoxy-phenyl)-[1,2,4]oxadiazole;"	 PubChem: 13731	NULL	NULL	NA	NA	NA	NA	NA
 301.2907;	 301.1027;	 C16H13F2N3O	C18734	 Flutriafol;	 PubChem: 124489408	 CAS: 76674-21-0	NULL	HMDB0252419	null	null	null	null
 327.2735;	 327.0882;	 C16H13F4NO2	C20708	 Robenacoxib;	 PubChem: 254741177	 CAS: 220991-32-2	NULL	HMDB0257284	Benzenoids	Benzene and substituted derivatives	Aniline and substituted anilines	null
 219.2811;	 219.1048;	 C16H13N	C14405	 N-Phenyl-1-naphthylamine;	 PubChem: 17395405	 CAS: 90-30-2	NULL	HMDB0255223	Benzenoids	Naphthalenes	null	null
 219.2811;	 219.1048;	 C16H13N	C14694	 N-Phenyl-2-naphthylamine; Neozone; 2-Phenylaminonaphthalene;	 PubChem: 17395693	 CAS: 135-88-6	NULL	HMDB0032865	Benzenoids	Naphthalenes	null	Food
 247.2945;	 247.1109;	 C16H13N3	C19552	 Yellow AB; 1-(2-Phenyldiazenyl)-2-naphthalenamine;	 PubChem: 124490224	 CAS: 85-84-7	NULL	NA	NA	NA	NA	NA
